id,provider,title,start_date,end_date,startyear,endyear,type,tags,asset_url,thumbnail_url
LANDSAT/GLS2005_L5,USGS,"Landsat Global Land Survey 2005, Landsat 5 scenes",2003-08-14,2008-05-29,2003,2008,image_collection,"etm, gls, l5, landsat, radiance, satellite-imagery, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_GLS2005_L5,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_GLS2005_L5_sample.png
LANDSAT/GLS2005_L7,USGS,"Landsat Global Land Survey 2005, Landsat 7 scenes",2003-07-29,2008-07-29,2003,2008,image_collection,"etm, gls, l7, landsat, radiance, satellite-imagery, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_GLS2005_L7,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_GLS2005_L7_sample.png
LANDSAT/LC08/C02/T1,USGS,USGS Landsat 8 Collection 2 Tier 1 Raw Scenes,2013-03-18,2025-12-14,2013,2025,image_collection,"c2, global, l8, landsat, lc8, oli-tirs, radiance, satellite-imagery, t1, tier1, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C02_T1,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LC08_C02_T1_sample.png
LANDSAT/LC08/C02/T1_L2,USGS,"USGS Landsat 8 Level 2, Collection 2, Tier 1",2013-03-18,2025-12-14,2013,2025,image_collection,"cfmask, cloud, fmask, global, l8sr, landsat, lasrc, lc08, lst, reflectance, satellite-imagery, sr, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C02_T1_L2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LC08_C02_T1_L2_sample.png
LANDSAT/LC08/C02/T1_RT,USGS,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,2013-03-18,2025-12-18,2013,2025,image_collection,"c2, global, l8, landsat, lc8, nrt, oli-tirs, radiance, rt, satellite-imagery, t1, tier1, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C02_T1_RT,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LC08_C02_T1_RT_sample.png
LANDSAT/LC08/C02/T1_RT_TOA,USGS/Google,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data TOA Reflectance,2013-03-18,2025-12-18,2013,2025,image_collection,"c2, global, l8, landsat, lc8, satellite-imagery, toa, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C02_T1_RT_TOA,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LC08_C02_T1_RT_TOA_sample.png
LANDSAT/LC08/C02/T1_TOA,USGS/Google,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,2013-03-18,2025-12-14,2013,2025,image_collection,"c2, global, landsat, satellite-imagery, toa, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C02_T1_TOA,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LC08_C02_T1_TOA_sample.png
LANDSAT/LC08/C02/T2,USGS,USGS Landsat 8 Collection 2 Tier 2 Raw Scenes,2021-10-28,2025-12-14,2021,2025,image_collection,"c2, global, l8, landsat, lc8, oli-tirs, radiance, satellite-imagery, t2, tier2, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C02_T2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LC08_C02_T2_sample.png
LANDSAT/LC08/C02/T2_L2,USGS,"USGS Landsat 8 Level 2, Collection 2, Tier 2",2013-03-18,2025-12-14,2013,2025,image_collection,"cfmask, cloud, fmask, global, l8sr, landsat, lasrc, lc08, lst, reflectance, satellite-imagery, sr, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C02_T2_L2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LC08_C02_T2_L2_sample.png
LANDSAT/LC08/C02/T2_TOA,USGS/Google,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,2021-10-28,2025-12-14,2021,2025,image_collection,"c2, global, landsat, satellite-imagery, toa, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC08_C02_T2_TOA,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LC08_C02_T2_TOA_sample.png
LANDSAT/LC09/C02/T1,USGS,USGS Landsat 9 Collection 2 Tier 1 Raw Scenes,2021-10-31,2025-12-18,2021,2025,image_collection,"c2, global, l9, landsat, lc9, oli-tirs, radiance, satellite-imagery, t1, tier1, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC09_C02_T1,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LC09_C02_T1_sample.png
LANDSAT/LC09/C02/T1_L2,USGS,"USGS Landsat 9 Level 2, Collection 2, Tier 1",2021-10-31,2025-12-16,2021,2025,image_collection,"cfmask, cloud, fmask, global, l9sr, landsat, lasrc, lc09, lst, reflectance, satellite-imagery, sr, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC09_C02_T1_L2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LC09_C02_T1_L2_sample.png
LANDSAT/LC09/C02/T1_TOA,USGS/Google,USGS Landsat 9 Collection 2 Tier 1 TOA Reflectance,2021-10-31,2025-12-18,2021,2025,image_collection,"c2, global, landsat, satellite-imagery, toa, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC09_C02_T1_TOA,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LC09_C02_T1_TOA_sample.png
LANDSAT/LC09/C02/T2,USGS,USGS Landsat 9 Collection 2 Tier 2 Raw Scenes,2021-11-02,2025-12-18,2021,2025,image_collection,"c2, global, l9, landsat, lc9, oli-tirs, radiance, satellite-imagery, t2, tier2, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC09_C02_T2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LC09_C02_T2_sample.png
LANDSAT/LC09/C02/T2_L2,USGS,"USGS Landsat 9 Level 2, Collection 2, Tier 2",2021-10-31,2025-12-16,2021,2025,image_collection,"cfmask, cloud, fmask, global, l9sr, landsat, lasrc, lc09, lst, reflectance, satellite-imagery, sr, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC09_C02_T2_L2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LC09_C02_T2_L2_sample.png
LANDSAT/LC09/C02/T2_TOA,USGS/Google,USGS Landsat 9 Collection 2 Tier 2 TOA Reflectance,2021-11-02,2025-12-18,2021,2025,image_collection,"c2, global, l9, landsat, lc9, satellite-imagery, toa, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LC09_C02_T2_TOA,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LC09_C02_T2_TOA_sample.png
LANDSAT/LE07/C02/T1,USGS,USGS Landsat 7 Collection 2 Tier 1 Raw Scenes,1999-05-28,2024-01-19,1999,2024,image_collection,"c2, etm, global, l7, landsat, le7, radiance, satellite-imagery, t1, tier1, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T1,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LE07_C02_T1_sample.png
LANDSAT/LE07/C02/T1_L2,USGS,"USGS Landsat 7 Level 2, Collection 2, Tier 1",1999-05-28,2024-01-19,1999,2024,image_collection,"cfmask, cloud, etm, fmask, global, landsat, lasrc, le07, lst, reflectance, satellite-imagery, sr, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T1_L2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LE07_C02_T1_L2_sample.png
LANDSAT/LE07/C02/T1_RT,USGS,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,1999-05-28,2024-01-19,1999,2024,image_collection,"c2, etm, global, l7, landsat, le7, nrt, radiance, rt, satellite-imagery, t1, tier1, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T1_RT,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LE07_C02_T1_RT_sample.png
LANDSAT/LE07/C02/T1_RT_TOA,USGS/Google,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data TOA Reflectance,1999-05-28,2024-01-19,1999,2024,image_collection,"c2, global, landsat, satellite-imagery, toa, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T1_RT_TOA,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LE07_C02_T1_RT_TOA_sample.png
LANDSAT/LE07/C02/T1_TOA,USGS/Google,USGS Landsat 7 Collection 2 Tier 1 TOA Reflectance,1999-05-28,2024-01-19,1999,2024,image_collection,"c2, global, landsat, satellite-imagery, toa, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T1_TOA,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LE07_C02_T1_TOA_sample.png
LANDSAT/LE07/C02/T2,USGS,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,1999-05-28,2024-01-19,1999,2024,image_collection,"c2, etm, global, l7, landsat, le7, radiance, satellite-imagery, t2, tier2, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LE07_C02_T2_sample.png
LANDSAT/LE07/C02/T2_L2,USGS,"USGS Landsat 7 Level 2, Collection 2, Tier 2",1999-05-28,2024-01-19,1999,2024,image_collection,"cfmask, cloud, etm, fmask, global, landsat, lasrc, le07, lst, reflectance, satellite-imagery, sr, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T2_L2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LE07_C02_T2_L2_sample.png
LANDSAT/LE07/C02/T2_TOA,USGS/Google,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,2003-12-01,2024-01-19,2003,2024,image_collection,"c2, global, landsat, satellite-imagery, toa, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LE07_C02_T2_TOA,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LE07_C02_T2_TOA_sample.png
LANDSAT/LM01/C02/T1,USGS,USGS Landsat 1 MSS Collection 2 Tier 1 Raw Scenes,1972-07-26,1978-01-06,1972,1978,image_collection,"c2, global, l1, landsat, lm1, mss, radiance, satellite-imagery, t1, tier1, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM01_C02_T1,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LM01_C02_T1_sample.png
LANDSAT/LM01/C02/T2,USGS,USGS Landsat 1 MSS Collection 2 Tier 2 Raw Scenes,1972-07-25,1978-01-07,1972,1978,image_collection,"c2, global, l1, landsat, lm1, mss, radiance, satellite-imagery, t2, tier2, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM01_C02_T2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LM01_C02_T2_sample.png
LANDSAT/LM02/C02/T1,USGS,USGS Landsat 2 MSS Collection 2 Tier 1 Raw Scenes,1975-01-31,1982-02-03,1975,1982,image_collection,"c2, global, l2, landsat, lm2, mss, radiance, satellite-imagery, t1, tier1, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM02_C02_T1,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LM02_C02_T1_sample.png
LANDSAT/LM02/C02/T2,USGS,USGS Landsat 2 MSS Collection 2 Tier 2 Raw Scenes,1975-01-24,1982-03-12,1975,1982,image_collection,"c2, global, l2, landsat, lm2, mss, radiance, satellite-imagery, t2, tier2, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM02_C02_T2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LM02_C02_T2_sample.png
LANDSAT/LM03/C02/T1,USGS,USGS Landsat 3 MSS Collection 2 Tier 1 Raw Scenes,1978-06-03,1983-02-23,1978,1983,image_collection,"c2, global, l3, landsat, lm3, mss, radiance, satellite-imagery, t1, tier1, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM03_C02_T1,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LM03_C02_T1_sample.png
LANDSAT/LM03/C02/T2,USGS,USGS Landsat 3 MSS Collection 2 Tier 2 Raw Scenes,1978-03-07,1983-03-31,1978,1983,image_collection,"c2, global, l3, landsat, lm3, mss, radiance, satellite-imagery, t2, tier2, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM03_C02_T2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LM03_C02_T2_sample.png
LANDSAT/LM04/C02/T1,USGS,USGS Landsat 4 MSS Collection 2 Tier 1 Raw Scenes,1982-08-14,1992-08-28,1982,1992,image_collection,"c2, global, l4, landsat, lm4, mss, radiance, satellite-imagery, t1, tier1, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM04_C02_T1,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LM04_C02_T1_sample.png
LANDSAT/LM04/C02/T2,USGS,USGS Landsat 4 MSS Collection 2 Tier 2 Raw Scenes,1982-08-06,1992-10-15,1982,1992,image_collection,"c2, global, l4, landsat, lm4, mss, radiance, satellite-imagery, t2, tier2, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM04_C02_T2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LM04_C02_T2_sample.png
LANDSAT/LM05/C02/T1,USGS,USGS Landsat 5 MSS Collection 2 Tier 1 Raw Scenes,1984-04-07,2013-01-01,1984,2013,image_collection,"c2, global, l5, landsat, lm5, mss, radiance, satellite-imagery, t1, tier1, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM05_C02_T1,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LM05_C02_T1_sample.png
LANDSAT/LM05/C02/T2,USGS,USGS Landsat 5 MSS Collection 2 Tier 2 Raw Scenes,1984-04-07,2013-01-01,1984,2013,image_collection,"c2, global, l5, landsat, lm5, mss, radiance, satellite-imagery, t2, tier2, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LM05_C02_T2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LM05_C02_T2_sample.png
LANDSAT/LT04/C02/T1,USGS,USGS Landsat 4 TM Collection 2 Tier 1 Raw Scenes,1982-08-22,1993-12-14,1982,1993,image_collection,"c2, global, l4, landsat, lt4, radiance, satellite-imagery, t1, tier1, tm, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C02_T1,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LT04_C02_T1_sample.png
LANDSAT/LT04/C02/T1_L2,USGS,"USGS Landsat 4 Level 2, Collection 2, Tier 1",1982-08-22,1993-06-24,1982,1993,image_collection,"cfmask, cloud, fmask, global, landsat, lasrc, lst, lt04, reflectance, satellite-imagery, sr, tm, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C02_T1_L2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LT04_C02_T1_L2_sample.png
LANDSAT/LT04/C02/T1_TOA,USGS/Google,USGS Landsat 4 TM Collection 2 Tier 1 TOA Reflectance,1982-08-22,1993-12-14,1982,1993,image_collection,"global, landsat, satellite-imagery, toa, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C02_T1_TOA,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LT04_C02_T1_TOA_sample.png
LANDSAT/LT04/C02/T2,USGS,USGS Landsat 4 TM Collection 2 Tier 2 Raw Scenes,1982-08-22,1993-11-18,1982,1993,image_collection,"c2, global, l4, landsat, lt4, radiance, satellite-imagery, t2, tier2, tm, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C02_T2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LT04_C02_T2_sample.png
LANDSAT/LT04/C02/T2_L2,USGS,"USGS Landsat 4 Level 2, Collection 2, Tier 2",1982-08-22,1993-11-18,1982,1993,image_collection,"cfmask, cloud, fmask, global, landsat, lasrc, lst, lt04, reflectance, satellite-imagery, sr, tm, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C02_T2_L2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LT04_C02_T2_L2_sample.png
LANDSAT/LT04/C02/T2_TOA,USGS/Google,USGS Landsat 4 TM Collection 2 Tier 2 TOA Reflectance,1982-08-22,1993-11-18,1982,1993,image_collection,"global, landsat, satellite-imagery, toa, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT04_C02_T2_TOA,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LT04_C02_T2_TOA_sample.png
LANDSAT/LT05/C02/T1,USGS,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,1984-03-16,2012-05-05,1984,2012,image_collection,"c2, global, l5, landsat, lt5, radiance, satellite-imagery, t1, tier1, tm, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT05_C02_T1,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LT05_C02_T1_sample.png
LANDSAT/LT05/C02/T1_L2,USGS,"USGS Landsat 5 Level 2, Collection 2, Tier 1",1984-03-16,2012-05-05,1984,2012,image_collection,"cfmask, cloud, fmask, global, landsat, lasrc, lst, lt05, reflectance, satellite-imagery, sr, tm, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT05_C02_T1_L2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LT05_C02_T1_L2_sample.png
LANDSAT/LT05/C02/T1_TOA,USGS/Google,USGS Landsat 5 TM Collection 2 Tier 1 TOA Reflectance,1984-04-19,2011-11-08,1984,2011,image_collection,"global, landsat, satellite-imagery, toa, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT05_C02_T1_TOA,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LT05_C02_T1_TOA_sample.png
LANDSAT/LT05/C02/T2,USGS,USGS Landsat 5 TM Collection 2 Tier 2 Raw Scenes,1984-03-06,2001-02-06,1984,2001,image_collection,"c2, global, l5, landsat, lt5, radiance, satellite-imagery, t2, tier2, tm, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT05_C02_T2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LT05_C02_T2_sample.png
LANDSAT/LT05/C02/T2_L2,USGS,"USGS Landsat 5 Level 2, Collection 2, Tier 2",1984-03-05,2011-11-16,1984,2011,image_collection,"cfmask, cloud, fmask, global, landsat, lasrc, lst, lt05, reflectance, satellite-imagery, sr, tm, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT05_C02_T2_L2,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LT05_C02_T2_L2_sample.png
LANDSAT/LT05/C02/T2_TOA,USGS/Google,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,1984-03-06,2001-02-06,1984,2001,image_collection,"global, landsat, satellite-imagery, toa, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT05_C02_T2_TOA,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_LT05_C02_T2_TOA_sample.png
LANDSAT/MANGROVE_FORESTS,NASA SEDAC at the Center for International Earth Science Information Network,"Global Mangrove Forests Distribution, v1 (2000)",2000-01-01,2001-01-01,2000,2001,image_collection,"annual, ciesin, forest-biomass, global, landsat-derived, mangrove, nasa, usgs",https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_MANGROVE_FORESTS,https://developers.google.com/earth-engine/datasets/images/LANDSAT/LANDSAT_MANGROVE_FORESTS_sample.png
LARSE/GEDI/GEDI02_A_002,USFS Laboratory for Applications of Remote Sensing in Ecology (LARSE),GEDI L2A Vector Canopy Top Height (Version 2),2019-03-25,2024-11-29,2019,2024,table_collection,"elevation, forest-biomass, gedi, larse, nasa, tree-cover, usgs",https://developers.google.com/earth-engine/datasets/catalog/LARSE_GEDI_GEDI02_A_002,https://developers.google.com/earth-engine/datasets/images/LARSE/LARSE_GEDI_GEDI02_A_002_sample.png
LARSE/GEDI/GEDI02_A_002_INDEX,Indexing: Google and USFS Laboratory for Applications of Remote Sensing in Ecology (LARSE),GEDI L2A table index,2019-03-25,2024-11-29,2019,2024,table,"elevation, forest-biomass, gedi, larse, nasa, table, tree-cover, usgs",https://developers.google.com/earth-engine/datasets/catalog/LARSE_GEDI_GEDI02_A_002_INDEX,https://developers.google.com/earth-engine/datasets/images/LARSE/LARSE_GEDI_GEDI02_A_002_INDEX_sample.png
